OrganisationLabel,OrganisationURI,PublishedDate,DurationFrom,DurationTo,LatestData,GeoAreaDescription,GeoEntityName,GeoCode,GeoName,GeoURI,Year,LocalAuthorityDistrictCode,LocalAuthorityDistrictName,IMD_Score,IMD_Rank(1MostDeprived),IMD_Decile(1MostDeprivedTenPerCentOfLSOAs),Income_Score(Rate),Income_Rank(1MostDeprived),Income_Decile(1MostDeprivedTenPerCentOfLSOAs),Employment_Score(Rate),Employment_Rank(1MostDeprived),Employment_Decile(1MostDeprivedTenPerCentOfLSOAs),EducationSkillsAndTraining_Score,EducationSkillsAndTraining_Rank(1MostDeprived),EducationSkillsAndTraining_Decile(1MostDeprivedTenPerCentOfLSOAs),HealthDeprivAndDisability_Score,HealthDeprivAndDisability_Rank(1MostDeprived),HealthDeprivAndDisability_Decile(1MostDeprivedTenPerCentOfLSOAs),Crime_Score,Crime_Rank(1MostDeprived),Crime_Decile(1MostDeprivedTenPerCentOfLSOAs),BarriersToHousingAndServices_Score,BarriersToHousingAndServices_Rank(1MostDeprived),BarriersToHousingAndServices_Decile(1MostDeprivedTenPerCentOfLSOAs),LivingEnvironmentScore,LivingEnvironment_Rank(1MostDeprived),LivingEnvironment_Decile(1MostDeprivedTenPerCentOfLSOAs),IncomeDeprivChildrenIndex(IDACI)_Score(Rate),IncomeDeprivChildrenIndex(IDACI)_Rank(1MostDeprived),IncomeDeprivChildrenIndex(IDACI)_Decile(1MostDeprivedTenPerCentOfLSOAs),IncomeDeprivOlderPeople(IDAOPI)_Score(Rate),IncomeDeprivOlderPeople(IDAOPI)_Rank(1_MostDeprived),IncomeDeprivOlderPeople(IDAOPI)_Decile(1MostDeprivedTenPerCentOfLSOAs),ChildrenAndYP_SubDomain_Score,ChildrenAndYP_SubDomain_Rank(1MostDeprived),ChildrenAndYP_SubDomain_Decile(1MostDeprivedTenPerCentOfLSOAs),AdultSkills_SubDomain_Score,AdultSkills_SubDomain_Rank(1MostDeprived),AdultSkills_SubDomain_Decile(1MostDeprivedTenPerCentOfLSOAs),GeographicalBarriers_SubDomain_Score,GeographicalBarriers_SubDomain_Rank(1MostDeprived),GeographicalBarriers_SubDomain_Decile(1MostDeprivedTenPerCentOfLSOAs),WiderBarriers_SubDomain_Score,WiderBarriers_SubDomain_Rank(1MostDeprived),WiderBarriers_SubDomain_Decile(1MostDeprivedTenPerCentOfLSOAs),Indoors_SubDomain_Score,Indoors_SubDomain_Rank(1MostDeprived),Indoors_SubDomain_Decile(1MostDeprivedTenPerCentOfLSOAs),Outdoors_SubDomain_Score,Outdoors_SubDomain_Rank(1MostDeprived),Outdoors_SubDomain_Decile(1MostDeprivedTenPerCentOfLSOAs),TotalPopulation(ExclPrisoners),DependentChildrenAge0_15(ExclPrisoners),PopulationAge16_59(ExclPrisoners),OlderPopulationAge60AndOver(ExclPrisoners),WorkingAgePopn18_59Or64(ExclPrisoners)_EmploymentDeprivDomain
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026210,North Kesteven 007C,http://statistics.data.gov.uk/doc/statistical-geography/E01026210,2019,E07000139,North Kesteven,17.107,16893,6,0.107,15385,5,0.089,14486,5,10.571,21292,7,-0.396,22063,7,-1.278,30878,10,30.397,6681,3,32.882,7258,3,0.127,16300,5,0.13,16145,5,-0.552,24626,8,0.289,17194,6,1.204,2451,1,-2.26,26913,9,0.987,3950,2,-0.681,25923,8,2378,385,1218,775,1276
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026211,North Kesteven 005C,http://statistics.data.gov.uk/doc/statistical-geography/E01026211,2019,E07000139,North Kesteven,7.658,27478,9,0.061,23528,8,0.059,21759,7,7.063,24990,8,-1.122,29751,10,-1.418,31498,10,15.574,22261,7,22.035,13820,5,0.08,22320,7,0.071,24997,8,-0.597,25211,8,0.239,22936,7,0.395,9343,3,-2.787,28816,9,0.367,10987,4,-0.013,15532,5,2043,385,1114,544,1155
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026212,North Kesteven 005D,http://statistics.data.gov.uk/doc/statistical-geography/E01026212,2019,E07000139,North Kesteven,9.012,25779,8,0.074,20639,7,0.078,16680,6,13.764,18362,6,-0.738,26342,9,-1.889,32557,10,12.256,26281,9,5.371,28941,9,0.088,21151,7,0.085,22495,7,0.012,15878,5,0.264,20085,7,0.092,14072,5,-2.01,25871,8,-1.127,29884,10,-0.249,19468,6,1503,258,797,448,820
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026213,North Kesteven 005E,http://statistics.data.gov.uk/doc/statistical-geography/E01026213,2019,E07000139,North Kesteven,18.587,15593,5,0.159,9730,3,0.123,9346,3,27.145,9751,3,-0.162,18563,6,-1.461,31652,10,7.548,30646,10,7.872,26332,9,0.237,7663,3,0.155,13596,5,0.471,9188,3,0.353,10436,4,-0.565,25002,8,-1.255,22155,7,-0.582,24936,8,-0.285,20078,7,1684,240,747,697,780
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026214,North Kesteven 014A,http://statistics.data.gov.uk/doc/statistical-geography/E01026214,2019,E07000139,North Kesteven,8.098,26949,9,0.074,20612,7,0.057,22527,7,14.107,18070,6,-0.89,27888,9,-0.735,26634,9,5.913,31589,10,13.248,20835,7,0.064,24982,8,0.119,17467,6,-0.129,18243,6,0.291,16960,6,-0.401,22551,7,-2.66,28382,9,-0.373,22177,7,0.183,12376,4,1124,190,585,349,585
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026215,North Kesteven 014B,http://statistics.data.gov.uk/doc/statistical-geography/E01026215,2019,E07000139,North Kesteven,6.179,29237,9,0.041,28440,9,0.055,22968,7,10.242,21597,7,-0.421,22393,7,-0.746,26747,9,3.264,32549,10,10.667,23356,8,0.054,26588,9,0.058,27544,9,-0.559,24727,8,0.286,17633,6,-0.573,25128,8,-4.641,32188,10,-1.515,31578,10,0.49,8516,3,1067,135,492,440,495
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026218,North Kesteven 014C,http://statistics.data.gov.uk/doc/statistical-geography/E01026218,2019,E07000139,North Kesteven,11.846,22344,7,0.086,18452,6,0.097,13072,4,13.928,18226,6,-0.323,21011,7,-0.975,28886,9,10.073,28530,9,8.44,25701,8,0.106,18732,6,0.088,21881,7,-0.17,18926,6,0.294,16609,6,-0.427,22945,7,-0.752,19298,6,-0.681,26129,8,-0.098,16942,6,1206,116,537,553,568
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026219,North Kesteven 014D,http://statistics.data.gov.uk/doc/statistical-geography/E01026219,2019,E07000139,North Kesteven,8.96,25839,8,0.076,20204,7,0.064,20532,7,18.624,14683,5,-0.612,24858,8,-0.998,29079,9,6.048,31509,10,7.652,26557,9,0.08,22274,7,0.105,19372,6,-0.236,19987,7,0.355,10308,4,-0.294,20810,7,-3.362,30379,10,-1.044,29355,9,0.025,14877,5,1185,184,571,430,590
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026220,North Kesteven 013A,http://statistics.data.gov.uk/doc/statistical-geography/E01026220,2019,E07000139,North Kesteven,14.261,19678,6,0.102,16063,5,0.113,10619,4,20.348,13575,5,-0.226,19503,6,-1.523,31852,10,12.818,25624,8,2.046,31970,10,0.155,13567,5,0.098,20386,7,0.045,15309,5,0.342,11561,4,0.16,12919,4,-2.225,26781,9,-1.967,32514,10,-0.651,25567,8,2246,262,1018,966,1043
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026221,North Kesteven 009B,http://statistics.data.gov.uk/doc/statistical-geography/E01026221,2019,E07000139,North Kesteven,19.415,14901,5,0.09,17912,6,0.07,18834,6,10.648,21221,7,-0.722,26142,8,-1.404,31435,10,45.65,948,1,42.61,3505,2,0.125,16534,6,0.093,21143,7,-0.228,19865,7,0.254,21185,7,2.073,327,1,-2.336,27208,9,1.074,3309,2,0.381,9738,3,2392,400,1210,782,1256
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026222,North Kesteven 009C,http://statistics.data.gov.uk/doc/statistical-geography/E01026222,2019,E07000139,North Kesteven,9.369,25299,8,0.083,19047,6,0.068,19340,6,11.942,19992,7,-0.142,18266,6,-1.653,32193,10,9.878,28710,9,5.427,28886,9,0.105,18880,6,0.109,18713,6,-0.355,21792,7,0.289,17209,6,-0.08,17068,6,-2.118,26375,9,-1.633,31917,10,-0.097,16918,6,1763,261,826,676,816
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026223,North Kesteven 008D,http://statistics.data.gov.uk/doc/statistical-geography/E01026223,2019,E07000139,North Kesteven,8.029,27035,9,0.069,21718,7,0.065,20142,7,10.956,20944,7,-0.633,25128,8,-1.52,31845,10,17.989,19146,6,1.673,32226,10,0.108,18535,6,0.062,26859,9,-0.5,23916,8,0.29,17111,6,0.575,7102,3,-3.341,30331,10,-1.956,32504,10,-0.755,26879,9,2042,309,1062,671,1082
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026224,North Kesteven 007D,http://statistics.data.gov.uk/doc/statistical-geography/E01026224,2019,E07000139,North Kesteven,23.799,11504,4,0.187,7499,3,0.145,7021,3,37.59,6031,2,0.126,14102,5,-0.862,27904,9,11.765,26818,9,4.43,29899,10,0.211,9324,3,0.187,10998,4,0.729,6167,2,0.413,5958,2,-0.139,18139,6,-1.051,21006,7,-1.006,29111,9,-0.484,23261,8,1690,341,805,544,826
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026225,North Kesteven 003E,http://statistics.data.gov.uk/doc/statistical-geography/E01026225,2019,E07000139,North Kesteven,7.722,27402,9,0.062,23288,8,0.057,22328,7,17.688,15345,5,-0.463,22926,7,-1.322,31089,10,8.711,29759,10,5.308,28997,9,0.067,24430,8,0.112,18386,6,0.344,10826,4,0.259,20700,7,-0.076,16995,6,-2.96,29362,9,-1.043,29346,9,-0.301,20364,7,1654,300,1042,312,1037
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026226,North Kesteven 003F,http://statistics.data.gov.uk/doc/statistical-geography/E01026226,2019,E07000139,North Kesteven,6.522,28861,9,0.057,24376,8,0.065,20031,7,10.968,20929,7,-0.717,26101,8,-1.251,30741,10,6.143,31463,10,4.068,30236,10,0.058,26056,8,0.074,24529,8,-0.18,19087,6,0.252,21429,7,-0.2,19249,6,-5.223,32549,10,-1.603,31842,10,-0.302,20381,7,1856,178,786,892,826
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026227,North Kesteven 010A,http://statistics.data.gov.uk/doc/statistical-geography/E01026227,2019,E07000139,North Kesteven,24.815,10876,4,0.168,8968,3,0.139,7543,3,23.714,11488,4,-0.056,16884,6,-0.045,17351,6,13.925,24330,8,36.703,5503,2,0.196,10351,4,0.181,11401,4,0.123,14104,5,0.367,9260,3,-0.224,19661,6,-0.151,15990,5,1.1,3119,1,-0.534,23958,8,1473,231,891,351,904
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026228,North Kesteven 011A,http://statistics.data.gov.uk/doc/statistical-geography/E01026228,2019,E07000139,North Kesteven,10.339,24093,8,0.085,18781,6,0.064,20296,7,19.933,13805,5,-0.555,24125,8,-0.884,28098,9,16.135,21497,7,5.075,29250,9,0.139,15027,5,0.077,23803,8,0.113,14258,5,0.329,12891,4,0.402,9247,3,-2.465,27701,9,-0.866,27915,9,-0.482,23226,8,1577,336,965,276,956
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026229,North Kesteven 011B,http://statistics.data.gov.uk/doc/statistical-geography/E01026229,2019,E07000139,North Kesteven,8.329,26657,9,0.064,22795,7,0.06,21606,7,11.059,20842,7,-0.758,26553,9,-0.498,23765,8,16.689,20819,7,9.985,24072,8,0.094,20228,7,0.087,22070,7,-0.324,21328,7,0.273,19023,6,0.39,9425,3,-2.016,25893,8,-1.412,31237,10,0.396,9559,3,1656,335,990,331,990
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026230,North Kesteven 010B,http://statistics.data.gov.uk/doc/statistical-geography/E01026230,2019,E07000139,North Kesteven,24.546,11042,4,0.195,7007,3,0.127,8807,3,42.821,4671,2,0.051,15215,5,-1.123,30013,10,17.586,19678,6,10.733,23282,8,0.294,4635,2,0.175,11832,4,1.022,3589,2,0.409,6224,2,0.153,13039,4,-0.407,17385,6,-0.399,22542,7,-0.089,16787,6,1263,273,666,324,671
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026231,North Kesteven 010C,http://statistics.data.gov.uk/doc/statistical-geography/E01026231,2019,E07000139,North Kesteven,6.207,29204,9,0.069,21683,7,0.05,24782,8,13.484,18608,6,-1.606,32000,10,-1.15,30164,10,13.814,24445,8,1.678,32224,10,0.083,21819,7,0.096,20662,7,-0.239,20042,7,0.297,16315,5,0.279,11044,4,-2.723,28600,9,-1.52,31596,10,-0.893,28430,9,2774,513,1693,568,1707
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026232,North Kesteven 010D,http://statistics.data.gov.uk/doc/statistical-geography/E01026232,2019,E07000139,North Kesteven,19.884,14446,5,0.13,12513,4,0.128,8777,3,20.629,13369,5,0.108,14383,5,-0.368,21998,7,22.233,14042,5,7.982,26195,8,0.128,16198,5,0.134,15678,5,-0.081,17422,6,0.36,9886,4,0.476,8287,3,-0.512,17947,6,-0.476,23588,8,-0.406,22119,7,2160,335,1155,670,1197
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026233,North Kesteven 011C,http://statistics.data.gov.uk/doc/statistical-geography/E01026233,2019,E07000139,North Kesteven,4.87,30631,10,0.044,27712,9,0.038,28505,9,4.505,27900,9,-0.687,25791,8,-1.567,31969,10,22.9,13325,5,2.767,31417,10,0.059,25791,8,0.063,26640,9,-1.019,29527,9,0.225,24550,8,0.877,4283,2,-4.116,31645,10,-1.943,32489,10,-0.485,23269,8,1629,274,936,419,931
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026234,North Kesteven 011D,http://statistics.data.gov.uk/doc/statistical-geography/E01026234,2019,E07000139,North Kesteven,7.081,28215,9,0.032,30390,10,0.046,26149,8,5.004,27290,9,-1.096,29573,10,-1.916,32585,10,36.442,3437,2,0.908,32656,10,0.03,30656,10,0.032,31757,10,-0.802,27647,9,0.22,25091,8,1.671,1008,1,-4.389,31962,10,-2.284,32738,10,-0.985,29318,9,3085,639,1900,546,1899
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026235,North Kesteven 010E,http://statistics.data.gov.uk/doc/statistical-geography/E01026235,2019,E07000139,North Kesteven,27.946,9067,3,0.224,5291,2,0.167,5228,2,33.113,7401,3,-0.282,20378,7,0.017,16411,5,10.092,28516,9,23.361,12876,4,0.309,4011,2,0.169,12397,4,0.549,8234,3,0.401,6749,3,-0.875,28718,9,-0.032,15365,5,0.596,7984,3,-0.557,24290,8,1711,408,883,420,865
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026236,North Kesteven 011E,http://statistics.data.gov.uk/doc/statistical-geography/E01026236,2019,E07000139,North Kesteven,13.229,20812,7,0.109,15067,5,0.074,17819,6,23.763,11455,4,-0.212,19318,6,-0.92,28428,9,11.559,27075,9,9.776,24278,8,0.177,11712,4,0.118,17613,6,0.368,10512,4,0.333,12386,4,0.011,15485,5,-1.827,25033,8,-0.302,21178,7,-0.374,21617,7,1160,177,554,429,567
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026237,North Kesteven 004E,http://statistics.data.gov.uk/doc/statistical-geography/E01026237,2019,E07000139,North Kesteven,9.121,25628,8,0.063,23126,8,0.072,18155,6,19.986,13772,5,-0.367,21690,7,-1.287,30920,10,4.391,32259,10,5.04,29288,9,0.084,21615,7,0.068,25565,8,0.458,9349,3,0.27,19486,6,-0.53,24505,8,-3.159,29881,10,-1.192,30249,10,-0.273,19855,7,1058,138,510,410,530
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026238,North Kesteven 004F,http://statistics.data.gov.uk/doc/statistical-geography/E01026238,2019,E07000139,North Kesteven,8.867,25977,8,0.06,23714,8,0.058,22076,7,10.978,20917,7,-0.606,24787,8,-2.128,32733,10,27.582,8773,3,4.256,30056,10,0.061,25377,8,0.089,21729,7,-0.217,19674,6,0.258,20772,7,1.121,2829,1,-3.398,30443,10,-1.112,29801,10,-0.446,22709,7,1352,279,762,311,768
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026239,South Holland 011A,http://statistics.data.gov.uk/doc/statistical-geography/E01026239,2019,E07000140,South Holland,17.309,16726,6,0.094,17237,6,0.075,17529,6,30.9,8215,3,-0.09,17423,6,0.228,13070,4,11.539,27096,9,27.112,10469,4,0.111,18064,6,0.105,19399,6,0.761,5847,2,0.341,11582,4,-0.089,17216,6,-1.337,22576,7,0.8,5677,2,-0.883,28342,9,1845,343,1007,495,1009
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026240,South Holland 011B,http://statistics.data.gov.uk/doc/statistical-geography/E01026240,2019,E07000140,South Holland,12.748,21328,7,0.084,18788,6,0.075,17394,6,28.416,9223,3,-0.569,24314,8,-0.412,22590,7,17.713,19504,6,1.427,32378,10,0.12,17120,6,0.095,20843,7,0.572,7952,3,0.35,10734,4,0.496,8044,3,-2.435,27575,9,-1.28,30691,10,-1.246,31151,10,2611,543,1357,711,1387
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026241,South Holland 005A,http://statistics.data.gov.uk/doc/statistical-geography/E01026241,2019,E07000140,South Holland,21.154,13436,5,0.091,17675,6,0.064,20398,7,29.885,8632,3,-0.603,24744,8,-1.151,30172,10,51.052,210,1,24.047,12381,4,0.107,18655,6,0.141,14997,5,0.649,7066,3,0.352,10556,4,2.85,10,1,-2.947,29314,9,0.632,7562,3,-0.581,24624,8,2013,387,1236,390,1245
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026242,South Holland 001A,http://statistics.data.gov.uk/doc/statistical-geography/E01026242,2019,E07000140,South Holland,13.086,20964,7,0.088,18171,6,0.07,18872,6,23.491,11617,4,-0.478,23107,8,-0.95,28692,9,16.064,21580,7,22.448,13528,5,0.145,14524,5,0.073,24587,8,0.228,12465,4,0.351,10706,4,0.387,9463,3,-2.349,27257,9,0.575,8242,3,-0.669,25786,8,1545,230,799,516,833
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026243,South Holland 001B,http://statistics.data.gov.uk/doc/statistical-geography/E01026243,2019,E07000140,South Holland,21.372,13253,5,0.141,11356,4,0.111,10910,4,42.443,4770,2,0.02,15699,5,-0.818,27487,9,20.909,15605,5,8.024,26146,8,0.193,10533,4,0.137,15357,5,0.905,4503,2,0.427,5172,2,0.567,7188,3,-1.457,23163,8,-0.259,20510,7,-0.959,29075,9,1379,250,742,387,730
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026244,South Holland 001C,http://statistics.data.gov.uk/doc/statistical-geography/E01026244,2019,E07000140,South Holland,15.82,18120,6,0.074,20691,7,0.073,17953,6,24.573,11054,4,-0.263,20086,7,-1.351,31228,10,33.65,4748,2,19.018,16026,5,0.123,16715,6,0.089,21805,7,0.386,10267,4,0.339,11788,4,1.432,1638,1,-2.633,28280,9,0.483,9441,3,-1.258,31217,10,1261,177,637,447,671
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026245,South Holland 010A,http://statistics.data.gov.uk/doc/statistical-geography/E01026245,2019,E07000140,South Holland,22.549,12356,4,0.125,13066,4,0.118,9953,4,26.76,9938,4,0.03,15546,5,-0.875,28016,9,34.539,4302,2,18.408,16500,6,0.139,15047,5,0.135,15632,5,0.119,14167,5,0.398,6973,3,1.507,1404,1,-3.022,29535,9,0.422,10213,4,-0.956,29050,9,2156,283,996,877,1039
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026246,South Holland 002A,http://statistics.data.gov.uk/doc/statistical-geography/E01026246,2019,E07000140,South Holland,29.916,8061,3,0.131,12394,4,0.113,10665,4,42.74,4690,2,0.146,13777,5,-0.938,28581,9,47.703,603,1,32.788,7304,3,0.204,9779,3,0.106,19206,6,0.907,4487,2,0.429,5047,2,2.171,221,1,-2.141,26457,9,1.012,3785,2,-0.888,28379,9,2385,382,1196,807,1241
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026247,South Holland 001D,http://statistics.data.gov.uk/doc/statistical-geography/E01026247,2019,E07000140,South Holland,16.404,17558,6,0.114,14388,5,0.082,15866,5,35.316,6663,3,0.113,14309,5,-1.337,31166,10,9.254,29297,9,11.969,22010,7,0.201,10028,4,0.106,19180,6,0.792,5574,2,0.381,8124,3,-0.112,17635,6,-2.279,26982,9,0.024,16081,5,-0.846,27937,9,1880,275,903,702,935
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026248,South Holland 002B,http://statistics.data.gov.uk/doc/statistical-geography/E01026248,2019,E07000140,South Holland,27.624,9233,3,0.099,16469,6,0.104,11956,4,39.328,5549,2,-0.126,17992,6,-0.992,29028,9,47.101,689,1,40.879,3988,2,0.141,14904,5,0.093,21138,7,0.807,5409,2,0.416,5775,2,2.088,311,1,-1.709,24460,8,1.298,1906,1,-1.515,32226,10,2259,351,1225,683,1245
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026249,South Holland 010B,http://statistics.data.gov.uk/doc/statistical-geography/E01026249,2019,E07000140,South Holland,19.293,15014,5,0.079,19748,7,0.072,18201,6,29.523,8777,3,-0.406,22192,7,-0.788,27183,9,39.474,2357,1,30.516,8510,3,0.098,19758,7,0.099,20245,7,0.575,7924,3,0.361,9743,3,1.775,774,1,-2.938,29292,9,0.873,4963,2,-0.482,23237,8,1976,272,993,711,1027
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026250,South Holland 003A,http://statistics.data.gov.uk/doc/statistical-geography/E01026250,2019,E07000140,South Holland,21.963,12803,4,0.159,9694,3,0.113,10586,4,36.169,6391,2,0.14,13890,5,-0.476,23451,8,11.623,26986,9,18.154,16691,6,0.219,8806,3,0.18,11473,4,0.418,9856,4,0.446,4206,2,-0.472,23634,8,-0.213,16317,5,0.423,10201,4,-1.081,30109,10,1864,328,1051,485,1064
